,DATE,EXCH,STOCK,GOLD
10139,17-12-2009,1.6135,2180.05,1117.0
10140,18-12-2009,1.6083,2211.69,1104.5
10141,21-12-2009,1.6083,2237.66,1105.5
10142,22-12-2009,1.5956,2252.67,1084.0
10143,23-12-2009,1.5955,2269.64,1085.25
10144,24-12-2009,1.5941,2285.69,1090.4375
10145,25-12-2009,1.5971000000000002,2288.385,1095.625
10146,28-12-2009,1.6001,2291.08,1100.8125
10147,29-12-2009,1.5892,2288.4,1106.0
10148,30-12-2009,1.605,2291.28,1087.5
10149,31-12-2009,1.6167,2269.15,1098.8333333333333
10150,01-01-2010,1.6138,2288.785,1110.1666666666667
10151,04-01-2010,1.6109,2308.42,1121.5
10152,05-01-2010,1.6009,2308.71,1123.25
10153,06-01-2010,1.6016,2301.09,1130.0
10154,07-01-2010,1.5912,2300.05,1130.25
10155,08-01-2010,1.5993,2317.17,1126.75
10156,11-01-2010,1.6146,2312.41,1153.0
10157,12-01-2010,1.6181,2282.31,1151.25
10158,13-01-2010,1.6288,2307.9,1127.25
10159,14-01-2010,1.632,2316.74,1138.25
10160,15-01-2010,1.624,2287.99,1128.0
10161,18-01-2010,1.6305,2304.195,1134.5
10162,19-01-2010,1.6369999999999998,2320.4,1133.0
10163,20-01-2010,1.6287,2291.25,1120.25
10164,21-01-2010,1.6214,2265.7,1108.25
10165,22-01-2010,1.6119999999999999,2205.29,1084.0
10166,25-01-2010,1.6236,2210.8,1095.25
10167,26-01-2010,1.6109,2203.73,1093.25
10168,27-01-2010,1.6204,2221.41,1094.75
10169,28-01-2010,1.6242,2179.0,1088.0
10170,29-01-2010,1.6009,2147.35,1078.5
10171,01-02-2010,1.5924,2171.2,1086.5
10172,02-02-2010,1.5968,2190.06,1111.0
10173,03-02-2010,1.5915,2190.91,1115.25
10174,04-02-2010,1.5763,2125.43,1083.25
10175,05-02-2010,1.5619,2141.12,1058.0
10176,08-02-2010,1.565,2126.05,1064.0
10177,09-02-2010,1.5679,2150.87,1071.25
10178,10-02-2010,1.5606,2147.87,1069.5
10179,11-02-2010,1.5674,2177.41,1076.25
10180,12-02-2010,1.5669,2183.53,1082.0
10181,15-02-2010,1.57005,2198.86,1098.25
10182,16-02-2010,1.5732,2214.19,1115.25
10183,17-02-2010,1.5704,2226.29,1119.0
10184,18-02-2010,1.5582,2241.71,1118.0
10185,19-02-2010,1.5437,2243.87,1112.75
10186,22-02-2010,1.5477,2242.03,1115.25
10187,23-02-2010,1.5464,2213.44,1107.0
10188,24-02-2010,1.5432,2235.9,1103.0
10189,25-02-2010,1.5201,2234.22,1094.5
10190,26-02-2010,1.5239,2238.26,1108.25
10191,01-03-2010,1.4974,2273.57,1114.0
10192,02-03-2010,1.494,2280.79,1126.5
10193,03-03-2010,1.5124,2280.68,1136.5
10194,04-03-2010,1.5031,2292.31,1134.5
10195,05-03-2010,1.5115,2326.35,1135.0
10196,08-03-2010,1.506,2332.21,1125.75
10197,09-03-2010,1.5003,2340.68,1115.75
10198,10-03-2010,1.4977,2358.95,1120.5
10199,11-03-2010,1.5052,2368.46,1104.0
10200,12-03-2010,1.5188,2367.66,1106.25
10201,15-03-2010,1.5043,2362.21,1104.25
10202,16-03-2010,1.5192,2378.01,1124.75
10203,17-03-2010,1.5296,2389.09,1121.75
10204,18-03-2010,1.5247,2391.28,1122.75
10205,19-03-2010,1.5014,2374.41,1105.5
10206,22-03-2010,1.5071,2395.4,1097.25
10207,23-03-2010,1.5067,2415.24,1101.5
10208,24-03-2010,1.4914,2398.76,1090.75
10209,25-03-2010,1.4884,2397.41,1093.0
10210,26-03-2010,1.4906,2395.13,1096.5
10211,29-03-2010,1.4969,2404.36,1107.5
10212,30-03-2010,1.5090000000000001,2410.69,1107.0
10213,31-03-2010,1.5186,2397.96,1115.5
10214,01-04-2010,1.5290000000000001,2402.58,1123.5
10215,02-04-2010,1.5197,2416.0550000000007,1126.5833333333333
10216,05-04-2010,1.5284,2429.53,1129.6666666666667
10217,06-04-2010,1.5230000000000001,2436.81,1132.75
10218,07-04-2010,1.5246,2431.16,1142.0
10219,08-04-2010,1.5272,2436.81,1148.0
10220,09-04-2010,1.5371,2454.05,1152.5
10221,12-04-2010,1.5368,2457.87,1158.75
10222,13-04-2010,1.5416,2465.99,1148.25
10223,14-04-2010,1.5484,2504.86,1153.75
10224,15-04-2010,1.5465,2515.69,1154.5
10225,16-04-2010,1.5395,2481.26,1151.5
10226,19-04-2010,1.5263,2480.11,1136.25
10227,20-04-2010,1.5375,2500.31,1144.75
10228,21-04-2010,1.5397,2504.61,1143.0
10229,22-04-2010,1.5368,2519.07,1133.75
10230,23-04-2010,1.5363,2530.15,1139.5
10231,26-04-2010,1.5466,2522.95,1154.5
10232,27-04-2010,1.5285,2471.47,1149.5
10233,28-04-2010,1.516,2471.73,1161.0
10234,29-04-2010,1.5303,2511.92,1166.75
10235,30-04-2010,1.5308,2461.19,1179.25
10236,03-05-2010,1.5242,2498.74,1182.125
10237,04-05-2010,1.5135,2424.25,1185.0
10238,05-05-2010,1.5134,2402.29,1165.0
10239,06-05-2010,1.4889,2319.64,1185.25
10240,07-05-2010,1.4739,2265.64,1202.25
10241,10-05-2010,1.4980000000000002,2374.67,1196.5
10242,11-05-2010,1.4952,2375.31,1222.5
10243,12-05-2010,1.4855,2425.02,1237.5
10244,13-05-2010,1.4659,2394.36,1237.5
10245,14-05-2010,1.4557,2346.85,1236.5
10246,17-05-2010,1.4388,2354.23,1236.0
10247,18-05-2010,1.4439,2317.26,1216.75
10248,19-05-2010,1.4349,2298.37,1195.0
10249,20-05-2010,1.4344,2204.01,1192.0
10250,21-05-2010,1.4466,2229.04,1179.75
10251,24-05-2010,1.4437,2213.55,1187.0
10252,25-05-2010,1.4352,2210.95,1198.25
10253,26-05-2010,1.4401,2195.88,1212.0
10254,27-05-2010,1.4569,2277.68,1211.0
10255,28-05-2010,1.4492,2257.04,1207.5
10256,31-05-2010,1.45825,2239.685,1217.625
10257,01-06-2010,1.4673,2222.33,1227.75
10258,02-06-2010,1.4641,2281.07,1215.0
10259,03-06-2010,1.4616,2303.03,1215.0
10260,04-06-2010,1.4493,2219.17,1203.5
10261,07-06-2010,1.4498,2173.9,1215.0
10262,08-06-2010,1.4422,2170.57,1246.0
10263,09-06-2010,1.4585,2158.85,1233.5
10264,10-06-2010,1.4674,2218.71,1217.5
10265,11-06-2010,1.4545,2243.6,1220.0
10266,14-06-2010,1.4769999999999999,2243.96,1223.75
10267,15-06-2010,1.4827,2305.88,1225.0
10268,16-06-2010,1.4838,2305.93,1234.5
10269,17-06-2010,1.4806,2307.16,1245.0
10270,18-06-2010,1.4787,2309.8,1256.0
10271,21-06-2010,1.4826,2289.09,1254.5
10272,22-06-2010,1.485,2261.8,1236.0
10273,23-06-2010,1.4952,2254.23,1226.5
10274,24-06-2010,1.4986,2217.42,1236.25
10275,25-06-2010,1.4985,2223.48,1254.0
10276,28-06-2010,1.5098,2220.65,1261.0
10277,29-06-2010,1.5081,2135.18,1234.5
10278,30-06-2010,1.4947,2109.24,1244.0
10279,01-07-2010,1.5126,2101.36,1234.0
10280,02-07-2010,1.5179,2091.79,1201.5
10281,05-07-2010,1.51795,2092.835,1208.0
10282,06-07-2010,1.518,2093.88,1195.0
10283,07-07-2010,1.5179,2159.47,1193.25
10284,08-07-2010,1.5157,2175.4,1193.5
10285,09-07-2010,1.5095,2196.45,1208.75
10286,12-07-2010,1.5016,2198.36,1205.5
10287,13-07-2010,1.5175,2242.03,1216.0
10288,14-07-2010,1.5284,2249.84,1207.0
10289,15-07-2010,1.5376,2249.08,1208.0
10290,16-07-2010,1.5289,2179.05,1189.25
10291,19-07-2010,1.5222,2198.23,1181.0
10292,20-07-2010,1.5255,2222.49,1183.0
10293,21-07-2010,1.5201,2187.33,1191.5
10294,22-07-2010,1.5283,2245.89,1199.5
10295,23-07-2010,1.5425,2269.47,1190.5
10296,26-07-2010,1.5490000000000002,2296.43,1183.5
10297,27-07-2010,1.5538,2288.25,1168.0
10298,28-07-2010,1.5611,2264.56,1157.0
10299,29-07-2010,1.5591,2251.69,1162.5
10300,30-07-2010,1.5714,2254.7,1169.0
10301,02-08-2010,1.5897,2295.36,1188.5
10302,03-08-2010,1.5941,2283.52,1187.5
10303,04-08-2010,1.5887,2303.57,1199.5
10304,05-08-2010,1.5859999999999999,2293.06,1192.5
10305,06-08-2010,1.5979,2288.47,1207.75
10306,09-08-2010,1.5945,2305.69,1203.0
10307,10-08-2010,1.5776,2277.17,1192.5
10308,11-08-2010,1.5688,2208.63,1205.5
10309,12-08-2010,1.5573,2190.27,1213.0
10310,13-08-2010,1.558,2173.48,1214.25
10311,16-08-2010,1.5679,2181.87,1223.5
10312,17-08-2010,1.5586,2209.44,1226.0
10313,18-08-2010,1.5619,2215.7,1218.0
10314,19-08-2010,1.5612,2178.95,1233.5
10315,20-08-2010,1.5515,2179.76,1223.5
10316,23-08-2010,1.5532,2159.63,1226.0
10317,24-08-2010,1.5471,2123.76,1222.0
10318,25-08-2010,1.546,2141.54,1237.5
10319,26-08-2010,1.5574,2118.69,1237.0
10320,27-08-2010,1.5528,2153.63,1235.0
10321,30-08-2010,1.5473,2119.97,1240.5
10322,31-08-2010,1.5358,2114.03,1246.0
10323,01-09-2010,1.5472,2176.84,1246.5
10324,02-09-2010,1.5393,2200.01,1248.5
10325,03-09-2010,1.5452,2233.75,1240.5
10326,06-09-2010,1.53835,2221.32,1249.0
10327,07-09-2010,1.5315,2208.89,1256.75
10328,08-09-2010,1.5513,2228.87,1255.0
10329,09-09-2010,1.5448,2236.2,1255.0
10330,10-09-2010,1.5387,2242.48,1246.5
10331,13-09-2010,1.5466,2285.71,1243.75
10332,14-09-2010,1.5559,2289.77,1265.5
10333,15-09-2010,1.5641,2301.32,1267.0
10334,16-09-2010,1.5612,2303.25,1272.5
10335,17-09-2010,1.5635,2315.61,1274.0
10336,20-09-2010,1.5564,2355.83,1279.25
10337,21-09-2010,1.5551,2349.35,1275.0
10338,22-09-2010,1.5649,2334.55,1293.5
10339,23-09-2010,1.5723,2327.08,1290.75
10340,24-09-2010,1.5829,2381.22,1297.0
10341,27-09-2010,1.5851,2369.77,1297.0
10342,28-09-2010,1.5808,2379.59,1294.0
10343,29-09-2010,1.5812,2376.56,1307.5
10344,30-09-2010,1.5731,2368.62,1307.0
10345,01-10-2010,1.5829,2370.75,1316.25
10346,04-10-2010,1.5849,2344.52,1313.5
10347,05-10-2010,1.5915,2399.83,1330.5
10348,06-10-2010,1.5903,2380.66,1346.5
10349,07-10-2010,1.5930000000000002,2383.67,1345.0
10350,08-10-2010,1.5951,2401.91,1341.5
10351,11-10-2010,1.5875,2402.33,1351.5
10352,12-10-2010,1.5799,2417.92,1348.5
10353,13-10-2010,1.5843,2441.23,1365.5
10354,14-10-2010,1.5992,2435.38,1373.25
10355,15-10-2010,1.6027,2468.77,1367.5
10356,18-10-2010,1.5907,2480.66,1367.25
10357,19-10-2010,1.5739,2436.95,1339.0
10358,20-10-2010,1.5857,2457.39,1339.0
10359,21-10-2010,1.5753,2459.67,1343.5
10360,22-10-2010,1.5677,2479.39,1322.5
10361,25-10-2010,1.5748,2490.85,1337.5
10362,26-10-2010,1.5871,2497.29,1329.5
10363,27-10-2010,1.5782,2503.26,1324.5
10364,28-10-2010,1.5945,2507.37,1333.5
10365,29-10-2010,1.6019999999999999,2507.41,1346.75
10366,01-11-2010,1.605,2504.84,1354.5
10367,02-11-2010,1.601,2533.52,1351.0
10368,03-11-2010,1.608,2540.27,1345.5
10369,04-11-2010,1.6282,2577.34,1381.0
10370,05-11-2010,1.6211,2578.98,1395.5
10371,08-11-2010,1.615,2580.05,1388.5
10372,09-11-2010,1.605,2562.98,1421.0
10373,10-11-2010,1.6071,2578.78,1390.5
10374,11-11-2010,1.61215,2555.52,1398.5
10375,12-11-2010,1.6172,2518.21,1388.5
10376,15-11-2010,1.6064,2513.82,1368.5
10377,16-11-2010,1.5881,2469.84,1349.0
10378,17-11-2010,1.5941,2476.01,1337.5
10379,18-11-2010,1.601,2514.4,1350.25
10380,19-11-2010,1.5961,2518.12,1342.5
10381,22-11-2010,1.5932,2532.02,1356.5
10382,23-11-2010,1.5824,2494.95,1377.5
10383,24-11-2010,1.5774,2543.12,1372.5
10384,25-11-2010,1.5695,2538.84,1373.25
10385,26-11-2010,1.5616,2534.56,1355.0
10386,29-11-2010,1.5557,2525.22,1357.0
10387,30-11-2010,1.5578,2498.23,1383.5
10388,01-12-2010,1.5603,2549.43,1385.5
10389,02-12-2010,1.561,2579.35,1389.0
10390,03-12-2010,1.5723,2591.46,1403.5
10391,06-12-2010,1.568,2594.92,1415.25
10392,07-12-2010,1.5802,2598.49,1420.0
10393,08-12-2010,1.5792,2609.16,1385.5
10394,09-12-2010,1.5733,2616.67,1391.25
10395,10-12-2010,1.5809,2637.54,1375.25
10396,13-12-2010,1.5882,2624.91,1399.0
10397,14-12-2010,1.5795,2627.72,1394.5
10398,15-12-2010,1.5613,2617.22,1388.75
10399,16-12-2010,1.5612,2637.31,1363.0
10400,17-12-2010,1.548,2642.97,1368.5
10401,20-12-2010,1.5521,2649.56,1380.0
10402,21-12-2010,1.5462,2667.61,1383.0
10403,22-12-2010,1.5390000000000001,2671.48,1387.0
10404,23-12-2010,1.54,2665.6,1373.5
10405,24-12-2010,1.5391,2666.435,1383.25
10406,27-12-2010,1.5382,2667.27,1393.0
10407,28-12-2010,1.5361,2662.88,1402.75
10408,29-12-2010,1.5463,2666.93,1412.5
10409,30-12-2010,1.5392,2662.98,1405.5
10410,31-12-2010,1.5440999999999998,2652.87,1399.833333333333
10411,03-01-2011,1.5490000000000002,2691.52,1394.166666666667
10412,04-01-2011,1.5586,2681.25,1388.5
10413,05-01-2011,1.5497,2702.2,1368.0
10414,06-01-2011,1.5490000000000002,2709.89,1368.5
10415,07-01-2011,1.556,2703.17,1367.0
10416,10-01-2011,1.5583,2707.8,1368.25
10417,11-01-2011,1.5628,2716.83,1374.0
10418,12-01-2011,1.5716,2737.33,1378.75
10419,13-01-2011,1.587,2735.29,1381.5
10420,14-01-2011,1.5874,2755.3,1367.0
10421,17-01-2011,1.5937,2760.575,1360.5
10422,18-01-2011,1.6,2765.85,1369.5
10423,19-01-2011,1.5991,2725.36,1372.0
10424,20-01-2011,1.5875,2704.29,1345.5
10425,21-01-2011,1.5997,2689.54,1343.5
10426,24-01-2011,1.5995,2717.55,1343.0
10427,25-01-2011,1.5818,2719.25,1324.0
10428,26-01-2011,1.5886,2739.5,1328.0
10429,27-01-2011,1.5905,2755.28,1334.5
10430,28-01-2011,1.5838,2686.89,1319.0
10431,31-01-2011,1.6042,2700.08,1327.0
10432,01-02-2011,1.6124,2751.19,1331.5
10433,02-02-2011,1.6167,2749.56,1337.0
10434,03-02-2011,1.6159,2753.88,1328.0
10435,04-02-2011,1.6089,2769.3,1355.0
10436,07-02-2011,1.6111,2783.99,1347.5
10437,08-02-2011,1.6091,2797.05,1363.5
10438,09-02-2011,1.6089,2789.07,1365.0
10439,10-02-2011,1.6132,2790.45,1353.25
10440,11-02-2011,1.5986,2809.44,1364.0
10441,14-02-2011,1.6023,2817.18,1365.0
10442,15-02-2011,1.6128,2804.35,1372.75
10443,16-02-2011,1.6063,2825.56,1371.25
10444,17-02-2011,1.6172,2831.58,1379.0
10445,18-02-2011,1.6245,2833.95,1383.5
10446,21-02-2011,1.6187,2795.185,1403.0
10447,22-02-2011,1.6129,2756.42,1401.0
10448,23-02-2011,1.6221,2722.99,1409.25
10449,24-02-2011,1.6106,2737.9,1411.5
10450,25-02-2011,1.6078,2781.05,1402.5
10451,28-02-2011,1.6247,2782.27,1411.0
10452,01-03-2011,1.6309,2737.41,1420.75
10453,02-03-2011,1.6311,2748.07,1435.5
10454,03-03-2011,1.6266,2798.74,1421.5
10455,04-03-2011,1.625,2784.67,1427.0
10456,07-03-2011,1.6204,2745.63,1437.5
10457,08-03-2011,1.6164,2765.77,1426.25
10458,09-03-2011,1.6202,2751.72,1431.0
10459,10-03-2011,1.6063,2701.02,1413.25
10460,11-03-2011,1.6033,2715.61,1411.5
10461,14-03-2011,1.6181,2700.97,1422.25
10462,15-03-2011,1.6064,2667.33,1400.5
10463,16-03-2011,1.6028,2616.82,1402.0
10464,17-03-2011,1.6143,2636.05,1403.75
10465,18-03-2011,1.6187,2643.67,1420.0
10466,21-03-2011,1.6276,2692.09,1432.0
10467,22-03-2011,1.6387,2683.87,1426.0
10468,23-03-2011,1.6246,2698.3,1439.5
10469,24-03-2011,1.6159,2736.42,1447.0
10470,25-03-2011,1.6086,2743.06,1436.0
10471,28-03-2011,1.6024,2730.68,1417.0
10472,29-03-2011,1.5983,2756.89,1417.5
10473,30-03-2011,1.6038,2776.79,1425.5
10474,31-03-2011,1.6048,2781.07,1439.0
10475,01-04-2011,1.6132,2789.6,1418.0
10476,04-04-2011,1.6129,2789.19,1435.5
10477,05-04-2011,1.6282,2791.19,1433.5
10478,06-04-2011,1.6314,2799.82,1461.5
10479,07-04-2011,1.6304,2796.14,1459.5
10480,08-04-2011,1.6341,2780.42,1469.5
10481,11-04-2011,1.6386,2771.51,1468.0
10482,12-04-2011,1.6263,2744.79,1450.5
10483,13-04-2011,1.6285,2761.52,1457.5
10484,14-04-2011,1.635,2760.22,1465.75
10485,15-04-2011,1.6325,2764.65,1476.75
10486,18-04-2011,1.6229,2735.38,1493.0
10487,19-04-2011,1.6315,2744.97,1490.5
10488,20-04-2011,1.6405,2802.51,1501.0
10489,21-04-2011,1.6572,2820.16,1504.0
10490,22-04-2011,1.6517,2823.02,1501.833333333333
10491,25-04-2011,1.6497,2825.88,1499.666666666667
10492,26-04-2011,1.6465,2847.54,1497.5
10493,27-04-2011,1.653,2869.88,1511.0
10494,28-04-2011,1.6636,2872.53,1535.5
10495,29-04-2011,1.6691,2873.54,1537.083333333333
10496,02-05-2011,1.669,2864.08,1538.666666666667
10497,03-05-2011,1.6536,2841.62,1540.25
10498,04-05-2011,1.6524,2828.23,1541.0
10499,05-05-2011,1.6427,2814.72,1511.0
10500,06-05-2011,1.6417,2827.56,1486.5
10501,09-05-2011,1.6338,2843.25,1502.0
10502,10-05-2011,1.6331,2871.89,1513.5
10503,11-05-2011,1.6412,2845.06,1508.0
10504,12-05-2011,1.629,2863.04,1489.5
10505,13-05-2011,1.6179,2828.47,1505.75
10506,16-05-2011,1.624,2782.31,1500.75
10507,17-05-2011,1.6206,2783.21,1478.5
10508,18-05-2011,1.6148,2815.0,1496.5
10509,19-05-2011,1.6179,2823.31,1493.0
10510,20-05-2011,1.6222,2803.32,1490.75
10511,23-05-2011,1.6102,2758.9,1510.5
10512,24-05-2011,1.6185,2746.16,1527.0
10513,25-05-2011,1.6277,2761.38,1526.25
10514,26-05-2011,1.6346,2782.92,1518.5
10515,27-05-2011,1.6494,2796.86,1533.0
10516,30-05-2011,1.64665,2816.08,1534.75
10517,31-05-2011,1.6439,2835.3,1536.5
10518,01-06-2011,1.6391,2769.19,1533.75
10519,02-06-2011,1.6325,2773.31,1539.5
10520,03-06-2011,1.6397,2732.78,1540.0
10521,06-06-2011,1.6362,2702.56,1549.0
10522,07-06-2011,1.6444,2701.56,1545.0
10523,08-06-2011,1.6381,2675.38,1537.75
10524,09-06-2011,1.6382,2684.87,1537.75
10525,10-06-2011,1.6254,2643.73,1529.25
10526,13-06-2011,1.6308,2639.69,1526.25
10527,14-06-2011,1.6388,2678.72,1516.0
10528,15-06-2011,1.6218,2631.46,1529.75
10529,16-06-2011,1.6130000000000002,2623.7,1523.25
10530,17-06-2011,1.6186,2616.48,1537.5
10531,20-06-2011,1.6206,2629.66,1544.0
10532,21-06-2011,1.6232,2687.26,1544.75
10533,22-06-2011,1.6131,2669.19,1552.5
10534,23-06-2011,1.5977,2686.75,1523.0
10535,24-06-2011,1.5985,2652.89,1514.75
10536,27-06-2011,1.5972,2688.28,1498.0
10537,28-06-2011,1.6016,2729.31,1499.0
10538,29-06-2011,1.607,2740.49,1504.25
10539,30-06-2011,1.6067,2773.52,1505.5
10540,01-07-2011,1.607,2816.03,1483.0
10541,04-07-2011,1.60775,2820.9,1495.0
10542,05-07-2011,1.6085,2825.77,1510.0
10543,06-07-2011,1.5998,2834.02,1527.25
10544,07-07-2011,1.5967,2872.66,1527.5
10545,08-07-2011,1.6030000000000002,2859.81,1541.5
10546,11-07-2011,1.5932,2802.62,1555.5
10547,12-07-2011,1.594,2781.91,1550.5
10548,13-07-2011,1.6111,2796.92,1579.0
10549,14-07-2011,1.6125,2762.67,1590.5
10550,15-07-2011,1.6149,2789.8,1587.0
10551,18-07-2011,1.6024,2765.11,1599.0
10552,19-07-2011,1.6135,2826.52,1601.0
10553,20-07-2011,1.6139,2814.23,1586.0
10554,21-07-2011,1.6301,2834.43,1601.0
10555,22-07-2011,1.6319,2858.83,1602.0
10556,25-07-2011,1.6285,2842.8,1613.5
10557,26-07-2011,1.6392,2839.96,1612.75
10558,27-07-2011,1.6357,2764.79,1625.0
10559,28-07-2011,1.6338,2766.25,1613.5
10560,29-07-2011,1.6455,2756.38,1628.5
10561,01-08-2011,1.6278,2744.61,1623.0
10562,02-08-2011,1.6287,2669.24,1637.75
10563,03-08-2011,1.6406,2693.07,1669.25
10564,04-08-2011,1.6308,2556.39,1679.5
10565,05-08-2011,1.6362,2532.41,1658.75
10566,08-08-2011,1.6354,2357.69,1693.0
10567,09-08-2011,1.6194,2482.52,1736.0
10568,10-08-2011,1.6169,2381.05,1772.0
10569,11-08-2011,1.6228,2492.68,1760.0
10570,12-08-2011,1.6284,2507.98,1736.0
10571,15-08-2011,1.6387,2555.2,1739.0
10572,16-08-2011,1.6424,2523.45,1782.5
10573,17-08-2011,1.6591,2511.48,1790.0
10574,18-08-2011,1.6489,2380.43,1824.0
10575,19-08-2011,1.6544,2341.84,1848.0
10576,22-08-2011,1.6452,2345.38,1877.5
10577,23-08-2011,1.6509,2446.06,1876.0
10578,24-08-2011,1.6375,2467.69,1770.0
10579,25-08-2011,1.6289,2419.63,1729.0
10580,26-08-2011,1.6321,2479.85,1788.0
10581,29-08-2011,1.6398,2562.11,1806.5
10582,30-08-2011,1.6279,2576.11,1825.0
10583,31-08-2011,1.6269,2579.46,1813.5
10584,01-09-2011,1.6179,2546.04,1821.0
10585,02-09-2011,1.619,2480.33,1875.25
10586,05-09-2011,1.6072,2477.08,1895.0
10587,06-09-2011,1.5954,2473.83,1895.0
10588,07-09-2011,1.5948,2548.94,1810.0
10589,08-09-2011,1.6021,2529.14,1855.0
10590,09-09-2011,1.587,2467.99,1851.0
10591,12-09-2011,1.5814,2495.09,1834.0
10592,13-09-2011,1.5805,2532.15,1820.0
10593,14-09-2011,1.5773,2572.55,1818.5
10594,15-09-2011,1.5808,2607.07,1782.0
10595,16-09-2011,1.5802,2622.31,1794.0
10596,19-09-2011,1.5674,2612.83,1794.0
10597,20-09-2011,1.5718,2590.24,1799.0
10598,21-09-2011,1.5619,2538.19,1793.0
10599,22-09-2011,1.5358,2455.67,1722.0
10600,23-09-2011,1.5475,2483.23,1689.0
10601,26-09-2011,1.5553,2516.69,1598.0
10602,27-09-2011,1.5681,2546.83,1659.0
10603,28-09-2011,1.5648,2491.58,1643.0
10604,29-09-2011,1.5685,2480.76,1613.0
10605,30-09-2011,1.5624,2415.4,1620.0
10606,03-10-2011,1.5474,2335.83,1655.5
10607,04-10-2011,1.5403,2404.82,1638.0
10608,05-10-2011,1.5436,2460.51,1617.0
10609,06-10-2011,1.5398,2506.82,1635.0
10610,07-10-2011,1.5628,2479.35,1652.0
10611,10-10-2011,1.5611,2566.05,1661.0
10612,11-10-2011,1.5594,2583.03,1663.0
10613,12-10-2011,1.5757,2604.73,1682.0
10614,13-10-2011,1.5729,2620.24,1656.0
10615,14-10-2011,1.5808,2667.85,1678.0
10616,17-10-2011,1.5778,2614.92,1682.0
10617,18-10-2011,1.5654,2657.43,1631.0
10618,19-10-2011,1.5799,2604.04,1652.5
10619,20-10-2011,1.5726,2598.62,1620.0
10620,21-10-2011,1.5945,2637.46,1642.5
10621,24-10-2011,1.5986,2699.44,1652.0
10622,25-10-2011,1.5994,2638.42,1656.0
10623,26-10-2011,1.5905,2650.67,1715.0
10624,27-10-2011,1.6081,2738.63,1718.0
10625,28-10-2011,1.6130000000000002,2737.15,1741.0
10626,31-10-2011,1.6141,2684.41,1722.0
10627,01-11-2011,1.5946,2606.96,1699.0
10628,02-11-2011,1.5974,2639.98,1743.0
10629,03-11-2011,1.5959,2697.97,1758.0
10630,04-11-2011,1.6026,2686.15,1749.0
10631,07-11-2011,1.6024,2695.25,1782.0
10632,08-11-2011,1.6076,2727.49,1795.0
10633,09-11-2011,1.5958,2621.65,1784.0
10634,10-11-2011,1.5935,2625.15,1756.0
10635,11-11-2011,1.5917,2678.75,1773.0
10636,14-11-2011,1.5899,2657.22,1776.0
10637,15-11-2011,1.5818,2686.2,1785.0
10638,16-11-2011,1.577,2639.61,1756.0
10639,17-11-2011,1.5801,2587.99,1742.5
10640,18-11-2011,1.5783,2572.5,1719.0
10641,21-11-2011,1.5662,2523.14,1702.0
10642,22-11-2011,1.5646,2521.28,1699.0
10643,23-11-2011,1.5511,2460.08,1681.0
10644,24-11-2011,1.5489,2450.795,1692.5
10645,25-11-2011,1.5467,2441.51,1688.5
10646,28-11-2011,1.5538,2527.34,1714.0
10647,29-11-2011,1.5625,2515.51,1717.0
10648,30-11-2011,1.5705,2620.34,1746.0
10649,01-12-2011,1.5698,2626.2,1752.0
10650,02-12-2011,1.5592,2626.93,1747.0
10651,05-12-2011,1.5689,2655.76,1744.0
10652,06-12-2011,1.558,2649.56,1708.0
10653,07-12-2011,1.5691,2649.21,1735.5
10654,08-12-2011,1.5635,2596.38,1715.0
10655,09-12-2011,1.5642,2646.85,1709.0
10656,12-12-2011,1.5597,2612.26,1659.5
10657,13-12-2011,1.5528,2579.27,1672.5
10658,14-12-2011,1.5445,2539.31,1603.0
10659,15-12-2011,1.5486,2541.01,1574.0
10660,16-12-2011,1.5514,2555.33,1594.0
10661,19-12-2011,1.5531,2523.14,1598.0
10662,20-12-2011,1.5674,2603.73,1613.5
10663,21-12-2011,1.568,2577.97,1608.0
10664,22-12-2011,1.5667,2599.45,1606.5
10665,23-12-2011,1.5615,2618.64,1597.625
10666,26-12-2011,1.5643,2621.92,1588.75
10667,27-12-2011,1.5671,2625.2,1579.875
10668,28-12-2011,1.5478,2589.98,1571.0
10669,29-12-2011,1.5386,2613.74,1531.0
10670,30-12-2011,1.5537,2605.15,1553.333333333333
10671,02-01-2012,1.5596,2626.935,1575.666666666667
10672,03-01-2012,1.5655,2648.72,1598.0
10673,04-01-2012,1.5638,2648.36,1613.0
10674,05-01-2012,1.548,2669.86,1599.0
10675,06-01-2012,1.5431,2674.22,1616.5
10676,09-01-2012,1.5436,2676.56,1615.0
10677,10-01-2012,1.5489,2702.5,1637.0
10678,11-01-2012,1.5325,2710.76,1634.5
10679,12-01-2012,1.5325,2724.7,1661.0
10680,13-01-2012,1.5301,2710.67,1635.5
10681,16-01-2012,1.53285,2719.375,1641.0
10682,17-01-2012,1.5356,2728.08,1656.0
10683,18-01-2012,1.541,2769.71,1647.0
10684,19-01-2012,1.5484,2788.33,1655.0
10685,20-01-2012,1.554,2786.7,1653.0
10686,23-01-2012,1.5582,2784.17,1675.5
10687,24-01-2012,1.5595,2786.64,1665.5
10688,25-01-2012,1.557,2818.31,1650.0
10689,26-01-2012,1.5706,2805.28,1727.0
10690,27-01-2012,1.5716,2816.55,1726.0
10691,30-01-2012,1.569,2811.94,1729.0
10692,31-01-2012,1.5754,2813.84,1744.0
10693,01-02-2012,1.5849,2848.27,1740.0
10694,02-02-2012,1.5813,2859.68,1751.0
